Leendert Bollelaan;118;;1006  EJ;Rijs                           ;B.;de;Bosch;saussegiske;xaG6DFSE;99360950
Veldkersweg;63;;3336  UD;Baarn                          ;T.;;Hermans;hardpakkaba;7g0vboKv;519061251
Ambonpad;104;;9887  LV;Guttecoven                     ;L.N.;;Jonge;bretonkinrf;2VpiAmN1;671744021
Scheldeweg;87;bis;1595  MZ;Hoornsterzwaag                 ;O.;;Vos;frankosoriobg;meR3T3Yr;711111236
Geuzenlaan;113;I;4075  JR;Kerkbuurt                      ;S.V.P.;;Dijk;krupiqo;cEwQjovq;244307866
Molen de Beerkade;40;;5956  JI;Zuideinde                      ;H.;;Lange;uireadeg;FEVQ3Gm5;825671589
Schrijnwerkerstraat;2;;2807  AW;Noetsele                       ;H.T.;;Visser;siebkopieol;BLmc9acv;61712711
Kelloggplaats;23;;6090  US;Middenveld                     ;M.N.;;Bruin;rufbusdr;o5xi7vJj;176986911
Arie den Arendplein;27;;1680  FO;Pijnenburg                     ;E.;;Post;prastscernnepeq;ag0tEEUk;439233446
Kasteellaan;78;;2845  PU;Laageinde                      ;R.Z.;van;Smit;traductionrc;iQblxxp9;350422989
Langepad;138;;1076  TE;Nieuw-Zuilen                   ;F.F.;van de;Dekker;amen66qt;jLlrVxWk;82898546
Voorschoterlaan;104;;4657  FL;Loete                          ;K.;de;Jonge;cuizzizf;CuCIZl20;77253103
Lampreistraat;40;;4067  IH;Korteraar                      ;V.P.;;Dekker;posinimopf;BbDgPyB9;362910169
Tafelsierstraat;31;;6559  DT;Oosteinde                      ;I.F.H.;van;Schouten;comerconlilaqd;oMtVkT5D;44552178
Dorpsstraat;45;I;7691  IL;Jarringa                       ;K.H.;;Jonge;crevaroliit;Fq5AX2UA;930812347
Mallegat;38;;1410  DV;Hallum                         ;L.L.;van;Ven;tindalizoia;vxivSkFu;713157380
Meubelstraat;132;bis;5293  VK;Moesel                         ;N.;van de;Lange;rubentenu;viKlRltf;933124429
Reest;4;;2268  WG;Nummer Eén                     ;T.;van;Vliet;sweapyothewayzr;9WbsQg6v;560150684
Hofje Lammetjegroen;27;;7350  NG;Schijndel                      ;L.;;Timmermans;whiteshaarkshy;Ga7Ec2eH;695505208
Boezempad;105;;1108  WL;Haart                          ;O.K.;de;Sanders;agerbisjp;ywdqRSVn;54093909
Ypenburgstraat;89;;9865  VM;Baamsum                        ;J.O.;van de;Wolters;bladgeelee;bFI32bia;349326563
Volhardingweg;24;a;8994  GL;Putbroek                       ;U.;;Hermans;h2atansg;9uCYKItq;341492401
Bijlwerffstraat;30;bis;2146  DS;Mussel                         ;E.;van;Blom;nebolirc;Tz56BiM0;512374867
Zuster Hennekeplein;120;;6989  KU;Middelrode                     ;P.O.;van;Wolters;kriminaliao;P1AHSv55;530125924
Van Spaanstraat ;133;II;1219  PL;Knijp, De                      ;G.Z.;;Willems;mileuj;bM8dYpn7;617351909
Lloydkade;104;;4552  LS;Sinselbeek                     ;P.V.G.;van;Velden;tonesetjeus;U16EJz5C;224473232
Zandmeer;114;;7090  KP;Doldersum                      ;P.P.;de;Wolters;gullacb;00HKruTh;333539072
Jan van Loonshof;17;;6141  OA;Muggenbeet                     ;F.U.B.;van;Bruijn;aellohs;utYnY4sa;990404419
Tommy Dorseypad;79;bis;9863  RU;Rijndijk, De                   ;A.E.W.;de;Lange;kayannicolepn;PznNZKUT;602215018
De Lugt ;10;;5910  IA;Hoogwoud                       ;N.G.;;Schipper;tapafv;L1xuzC7I;29159064
Graswinckelstraat;27;I;5578  KL;Bolberg                        ;N.;van de;Brink;haonyeshiom;LOsdimvN;890697723
Vest;149;a;8760  CJ;IJpecolsga                     ;F.V.;van;Hermans;dissolvutqe;PuaOxDZm;879219579
Frambozenpad;0;a;3689  RZ;Ham                            ;M.;de;Kok;3m2a4i2cq;cmab866S;153821711
Elritsstraat;117;;2630  IJ;Rekken                         ;R.P.K.;;Bosch;forleikirac;6DnEfun2;820762003
Schoutenlaan;34;bis;5690  BJ;Schapenmeent                   ;C.I.;;Meer;otimalosu;iQfBcKo3;95999644
Brekelsveld;140;;5076  ET;Molenveld                      ;F.;van;Boer;retinxirnj;ezRLcQ9p;637322794
Berkelselaan;143;;1302  ER;Deijl, Den                     ;N.;;Jacobs;giethoorniu;cjBjoGcu;367368407
Noordererf;51;b;4018  VV;Bent                           ;J.;;Smeets;ajitokezeig;jA9z5wBn;617640567
Wilgenplantsoen;125;a;4100  FO;Vinkenhoef                     ;R.;de;Heuvel;decuatrisdownkx;mQYyBnAP;661231100
Groote Draaibrug ;67;;2289  HD;Kokkelert                      ;G.;;Brink;gxlays17cn;XrBaiKzu;640638168
Clara Egginkstraat;145;bis;5393  OL;Hoogkamp                       ;F.;;Kuijpers;useknemue;4aOsR2Wa;523627671
Orteliuspad;32;;6963  IN;Leiden                         ;Z.;;Driessen;tinkerdu;B6KFCl3Y;544522254
Achterweg;148;;6671  TA;Neck (ged.)                    ;V.K.;;Pol;slenteenowssx;c2wNo8Dl;472390958
Elsenhaag;11;;8620  NB;Reusel-De Mierden              ;C.;;Bosch;rangosiyo;zfvRZ6m4;969797497
Frida Kahlopad;7;;2346  UC;Aarlanderveen                  ;P.;;Bosman;walowos;faw7bthM;772205620
Nieuw Engelandpad;65;;3700  TI;Oostendorp                     ;M.;;Dam;coterabc;z3sbnu0A;274990313
Pernisse Hoofd;131;II;5076  ET;Molenveld                      ;U.;;Evers;alistianymt;vGnUO2gn;269876509
Spastraat;6;;3327  WC;Kraan                          ;K.B.;;Laan;terningbe;gLfgRBk7;44814719
Mookhoekplein;140;b;6007  ED;Burdaard                       ;S.;;Leeuw;takunsotsmumnsm;MRdYkvLT;53120565
Visserijkade;20;;2845  PU;Laageinde                      ;B.;;Hermans;buiteaandl;xd6VIfve;922116878
Aïdastraat;119;b;3450  TH;Baexem                         ;O.L.;van der;Post;bondronatqm;VT9JVo8b;101779100
Verlengde Willemsbrug ;63;;4436  PU;Groote Keeten                  ;O.;van;Hermans;kikiskansa;ans2YN9K;316258659
's-Gravenzandseweg;21;b;9017  UC;Eikberg                        ;T.S.;;Groot;lautarjevdx;EmJYRuSo;846766905
Graaf Lodewijk van Nassaustraat;51;;1468  WA;Bennekel, De                   ;U.;;Veen;eggjarnarrx;HXkpcQD9;730285558
Stadionbuurt;83;bis;4793  HK;Doornenburg                    ;Z.L.;van der;Haan;snugglevd;JMSEb1Qm;885544626
Het Wiek;43;;4910  DB;Groede                         ;H.E.N.;van der;Smits;insituvo;njol7x7K;102434323
Brigadier Aad de Jonghof;71;I;4604  LO;Wilbertoord                    ;U.V.;van der;Jansen;mexicono0309us;TQIKkB02;417062679
Veerweg;64;;4892  NS;Baalhoek                       ;V.;van;Hermans;huretavaky;yurLk6U4;94866417
Jan van Tilburgstraat;16;II;2283  ZM;Dinxperlo                      ;D.R.;van;Veen;klankvolrc;RMI4Nzpa;972707517
Essenburgsingel;44;;8689  ND;Lange Wijk                     ;E.H.;van;Schouten;lakme25gb;SOwYlDIe;44195527
Zwaanshals;90;bis;9704  KB;Kade                           ;N.S.;van;Veen;lolicocinane;trZN30PB;279653104
Essenstraat;29;;9791  WF;Sauwerd                        ;O.;;Verbeek;yelusitofm;DgnXlh2d;395664962
Mosterdgang;90;;4672  PA;Haamstede                      ;N.R.;;Leeuw;halcyonlitpa;5KhRjH2b;65222763
Delftseplein;147;;1868  UL;Sint Odiliënberg               ;A.U.O.;de;Bos;rakojadyx;vyaQbT6E;304738001
Van den Hoonaardstraat ;115;b;9704  KB;Kade                           ;H.V.;;Hendriks;afectantqi;k5snehZR;532609426
Palmdwarsstraat;49;a;4892  NS;Baalhoek                       ;M.W.K.;;Loon;webruneauwf;ymPUEQ8I;344843658
Leliestraat;30;;3969  FM;Jistrum                        ;V.T.;;Velden;slikanfg;ApzU7B7B;739741512
Staringplein;12;bis;4941  PR;Schore                         ;I.;;Horst;metinginiz;0gslaxZv;733018312
Kandelaarbrug;120;;7895  UB;Bovenkerk                      ;S.E.E.;;Kuijpers;desquamixb;CsTQJSIi;860333905
Jacob Vaillantpad;101;;9887  LV;Guttecoven                     ;V.;de;Bruijn;quennie17nd;excTnkBY;554872900
Kralinger Verlaat;110;b;3086  FB;Archem                         ;J.M.;de;Velde;galigaanij;JbTPNZrX;883843432
Varkensteeg;8;bis;6041  WA;Westerleesche Veen             ;V.;van;Hendriks;anxiousbeautywd;gTiqriW5;593531188
Laan van het Joodsche Kerkhof;18;;5984  BJ;Loo                            ;W.;;Velde;ticacbv;KPUuHDMW;620452626
Westpunt;33;;5127  OT;Horn, Den                      ;G.J.;van;Peeters;murwibd;aYPyirw2;813027469
Paddenpad;45;;4751  SR;Franeker                       ;J.;;Pol;strallatoui;DpQqpinG;234092099
Von Ossietzkypad ;130;;8124  UM;Kostverloren                   ;G.;;Willemsen;sijeveuxgo;bF7DY4HI;293204640
Crooswijksedwarsstraat;103;;3366  NT;Fransum                        ;R.G.;;Jong;lweletalc;SCcAfYwp;899221233
Huslystraat;101;b;7036  WM;Almen                          ;A.;van der;Koster;plavinhemzl;WmXfNugr;600363429
Boterbloem;43;a;1883  VG;Hooghalen                      ;J.E.;;Boer;bermudaanjo;U8Rkpf1B;505382623
Nieuwedijk;118;I;9225  FO;Heiakker                       ;W.N.;de;Verhoeven;mypeascegmebylo;V8eTaWB3;397625480
Vredenoordpad;102;;6005  AF;Nijetrijne                     ;G.N.U.;;Mulder;borretoncv;yOCON0dJ;512649054
Putselaan;120;bis;2296  GU;Zuidveld                       ;E.;;Gerritsen;lilmissjackievb;vbYjGfKA;657467935
Friezenoord;57;II;8919  AB;Aijen                          ;E.T.;van de;Bosman;kenijecry;mCUMSVnN;452039198
Willemina Oudshoornstraat;59;;4120  KP;Wittem                         ;C.D.;de;Peeters;polospielgi;3CHcyjf7;945442488
Nesserdijk;46;II;8628  LS;Over-Diemen                    ;I.R.F.;van;Dongen;nubundizc;8RVU29Ex;486981988
Iskanderhof;137;;2805  NJ;Oudega                         ;D.;van;Timmermans;linuxmtztg;kDQ1SBBf;346074745
Kruisbessendreef;133;b;3150  UV;Kemp, De                       ;O.;;Kok;hotovaek;dw27rpTt;96957189
Bingerden;56;;8689  ND;Lange Wijk                     ;V.N.B.;van;Leeuwen;glingleryj;2AGATVH2;959629233
Bottelroos;74;;8464  NJ;Oldenzaal                      ;L.;van de;Jansen;nhauladorba;NCVOKAl6;274780239
Balkengat (IJsselmonde);13;;2834  DP;Boksheide                      ;O.F.;de;Postma;sojenichf;dc77NIl2;537332510
Van Spilbergenhof ;105;;2494  EC;Nieuw-Millingen                ;Z.M.;van;Hendriks;prvencanf;fn8GM2aO;548020346
Struisenburgstraat;104;;5709  AP;Ulvenhout                      ;P.K.;van;Jong;unaohusuqr;BQovM6wz;808517910
Kalmarpad;13;;1219  PL;Knijp, De                      ;A.S.;van de;Veen;thulaganooa;Isot3Jyf;3296040
Witte en Zwarte Hondsteeg;45;b;4755  MA;Weijereind                     ;C.;van;Wit;djtytyop;WFlJnHLC;274421872
Mathenesserstraat;131;;9529  KZ;Schot, 't                      ;T.;;Ven;alalrycizuv;6TjSUuGw;848485506
Roel Langerakpark;13;bis;5670  UL;Lageweide                      ;O.T.;;Graaf;fatyajw;l628byHT;644673898
Goereesepad;120;;9237  FZ;Woord                          ;E.;van der;Bosman;stuartzxxp;16m3PViL;241213253
Vareseweg;0;bis;9790  JI;Rijksdorp                      ;V.I.S.;van;Molenaar;7s8ip;AEvYmgAr;839233796
Schaatsbaan;38;;7036  WM;Almen                          ;A.;;Jonge;plogeremde;aUj5o1AK;285165823
Westerflierstraat;23;;6424  WZ;Veldhoven                      ;V.G.;;Kuiper;michaelloganab;7CRibybb;233516360
Nieuw-Mathenesse;22;b;2469  SJ;Altena                         ;V.;van;Doorn;nangleks;Eyetuxe6;750245360
Adelaarstraat;40;;5533  GI;Merselo                        ;R.;van;Bakker;eleitumt;cK4y1E1a;542231669
Katendrechtschewal;139;;3150  UV;Kemp, De                       ;L.;de;Kuijpers;reisesackfk;yjfXkQHq;188204192
Kanaalstraat;26;bis;6577  FN;Korvel                         ;E.R.;van der;Veen;mercegemww;tzIE8UQM;898661985
Nolensstraat;15;;3543  JA;Oirlo                          ;I.;;Verhoeven;tunikjf;t6fXCu4P;919115809
Zomerhofstraat;19;;8592  SI;Winkelshoek                    ;U.;de;Groen;meridinx;f7nfKnqj;370764225
Kerkstraat (Overschie);141;bis;2268  WG;Nummer Eén                     ;S.;;Kuijpers;untchick04pk;HGg3wXs1;292369268
Rottestraat;65;;7600  TJ;Rott                           ;B.;van der;Graaf;migvs;wbEE7vrz;786563746
Kolibristraat;48;;3456  AW;Ilpenstein                     ;P.O.;van der;Kuiper;geluvtie;AHxccA2r;727373705
Marijkeplein;130;;9017  UC;Eikberg                        ;Z.;de;Dijkstra;zentraedixp;HpHrN8Kv;620908506
Appeltuin;13;I;6103  GG;Stadse Dijk                    ;F.V.;van der;Horst;trepnulaag;O2xlZ1lv;949271974
Oostscheepstimmermans- laan;129;a;6720  DN;Zuidplaspolder (ged.)          ;K.;;Leeuwen;caspinog;c1aivBS6;519372232
Coolschekade;1;bis;7763  MO;Borne                          ;C.;;Jong;atitvertivw;iqiu2kWI;11917751
Heerenstraat;145;;6490  CG;Overlangbroek                  ;B.M.I.;van der;Smit;bbwlifeguardlf;KDaxLU4z;878250931
Albert Plesmanplein;66;;5127  OT;Horn, Den                      ;S.;;Horst;re4p5bi;VBUVCgqO;699933535
Lindendaal;84;;8090  LM;Hofgeest                       ;B.P.;;Laan;erasureao;gB8MdZRw;474853561
Wilgenplantsoen;13;;5931  ZI;Proosdijveld                   ;G.;de;Wit;pletchongp;qa2ruX0e;78828958
West-Blijdorpbrug;91;;6169  WB;Elzenpas                       ;I.;;Wit;dyedsscopedoxtq;AjMleQUa;28066601
Nieuwelaan;51;;3106  KO;Veendijk                       ;S.;;Dongen;filaretauo;rP647wSm;464146732
Beugstraat;133;;9017  UC;Eikberg                        ;W.B.;;Wijk;goledaistyw;9Z9lZ1Rp;494594305
Landaulettestraat;12;;6424  WZ;Veldhoven                      ;I.;van der;Velde;fruttetoiv;aSRFQ2Tq;243673188
Heemsteestraat;66;;2807  AW;Noetsele                       ;O.B.;;Bruijn;pianerosifr;lGLzwGKY;318085689
Oportohof;67;;9937  MF;Noord-Kethel                   ;F.;;Vermeulen;alorastygoortkd;wP3CmUZu;722400056
Wijnhaven;8;bis;4226  KU;Oosterhout                     ;M.T.;van;Wit;xodreamerzoxeu;U8QT9Hjj;819382164
Nico van der Valkpad;43;bis;9863  RU;Rijndijk, De                   ;G.;;Dongen;3s4nufun;AaYrbSRw;282554245
Gaesbeekstraat;96;b;9125  BW;Belgeren                       ;R.K.;van;Kok;ploraderabo;yD66jQ5P;789631957
Nolensstraat;136;;1495  RM;Dearsum                        ;F.;van de;Doorn;tesonieroqo;G7s32rxV;683686719
Balkengat (IJsselmonde);13;a;7065  VL;Mander                         ;B.;;Doorn;empararspa;ynOH681G;423055926
Sonneblomsteeg;107;;4944  NU;Loo                            ;U.Z.;;Verhoeven;inhibodz;hY8tQYZp;341653949
Kruisweg;106;a;7872  NE;Wijnandsrade                   ;A.;;Berg;lauglowfe;C6vVVzLB;250784580
Wiel;8;;9342  VP;Laude                          ;L.D.;;Huisman;indiamspkx;GdEHEcCd;470249031
Van Houweningepad ;123;I;4269  KA;Hoge Mors                      ;T.J.B.;van;Willems;kolarcuio;zrUFyVlQ;929339861
Zaagstraat;134;;4479  HB;Wijnjeterpverlaat              ;R.;de;Bosch;zolanolicrotajt;TtjKsia5;30428117
Mijlstraat;35;;4835  ZH;Nieuwe Brug                    ;S.W.;van der;Koning;brautarsnc;oFZjfLVV;328236160
West- Schiekade;46;II;6887  ZU;Horsten                        ;F.;van de;Heuvel;lavelozeln;ZACDMfRl;629491082
Persijnstraat;14;a;2807  AW;Noetsele                       ;A.F.L.;;Evers;rourpiplytr;GM2eHm6B;580128064
Katendrechtsehof;106;bis;8251  AL;Laagraven                      ;H.T.;;Bruin;dennikqz;PomhHwm6;193157573
Scherpendrechtseweg;4;;6887  ZU;Horsten                        ;Z.I.;de;Meer;therightshoedj;bmpq8km7;237717207
Paadje van Duizend Treê;13;II;4570  NH;Lent                           ;T.M.Z.;;Prins;truepitch08vn;UYKGdC3T;445172071
Britsenburg;83;;8592  SI;Winkelshoek                    ;C.;;Jansen;rsittigtr;o496qdHg;260024296
Zouwestraat;119;;3624  HP;Zuideinde                      ;P.W.;van;Hoekstra;enfolcadavt;C4yjAUpM;32818051
7de Petroleumhaven;141;a;3535  VK;Heistraat                      ;U.S.;;Pol;upptikindh;gOdo9zv4;13230116
Burgemeester de Josselin de Jongweg;65;I;7861  GP;Hekendorp                      ;C.C.;van der;Janssen;sotdretlestempm;ygKLSMFg;473177171
Meermanstraat;80;I;9205  EI;Buitenstoof                    ;T.;van;Lange;kristielynn34jj;QOmh34yE;242990691
Schalk Burgerstraat;84;;7090  KP;Doldersum                      ;W.;;Groen;toroveif;87YH2nti;463413738
Wiel;59;I;2805  NJ;Oudega                         ;W.D.D.;;Heuvel;rko1vicg;bGGjfcnN;743719177
Schiewijk;81;I;8829  ED;Rafelder                       ;J.;;Groen;abitandc;s8zkUfAK;163952747
Zoetemanstraat;144;;1748  FK;Haelensche Broek               ;V.;van;Wolters;apaannx;5X371AL9;476103095
Jan Vrijlandtsingel;56;;3211  OO;Nieuwlande                     ;S.;;Bruijn;oodesirableoovx;GJPI7j1i;742306884
Koornwaardstraat;8;;4941  PR;Schore                         ;M.;;Veen;fellartta;ZHCfTZ4m;974704969
Korte Poolsterstraat;108;;9043  CF;Opheusden                      ;R.N.;van de;Veenstra;zeititzay;7DG1ThLX;683968671
Moordenaarslaan;43;;4910  DB;Groede                         ;I.;van;Dongen;sechsbitbe;eO4foPn6;676103911
Hansweertstraat;54;;3366  NT;Fransum                        ;F.;;Koning;veassesig;ydNFwOXw;103384066
Corsicalaan;65;I;1595  MZ;Hoornsterzwaag                 ;M.;;Bosch;nobiliodd;vzMpyQLF;895939198
Riekus Waskowskyhof;6;b;4217  PD;Staphorst                      ;P.O.;;Vliet;bykantoorrw;tsGmKrkZ;573514884
Laan van Camphuis;22;bis;2313  CN;Hees, De                       ;I.T.;;Kuipers;yuchiwahns;foeEdCJL;658253955
Loowaerdstraat;86;;1096  HG;Nolde                          ;I.;van de;Laan;niwapoaa;QxrnmoUR;464928953
Augustinusstraat;105;b;4695  AL;Zinkweg                        ;K.T.;de;Brink;repezzatt;YGhww4c1;731902750
Pendrechtstraat;76;;3607  AP;Lobith                         ;K.H.J.;de;Evers;noktemarv;vSmfkHeA;241440191
Kooilandstraat;131;I;2145  DH;Hornhuizen                     ;W.;de;Dam;skeydenci;6tei7Y5W;156856931
Dirck van Bleiswijckstraat;79;;9430  HH;Lollum                         ;I.;de;Hermans;polnischcr;wvjSTdKR;598399987
Torenlaan;102;;4532  ET;Gytsjerk                       ;Z.;;Wijk;ohsoglamx0va;U2oq6BrA;597773737
Zouwestraat;43;;8686  MG;Achtersloot                    ;M.;van de;Molenaar;estancarqm;tOQOv6oA;388532208
Vermeerstraat;92;a;8165  GB;Velsen-Zuid                    ;T.;;Molenaar;paperanatomycr;zDSFCXC9;78574560
Paddenpad;99;;4798  NE;Bregtdorp                      ;U.K.D.;;Evers;alisitata;sW2laLd5;452171672
West- Blommersdijkscheweg;32;;9679  CL;Groot Loo                      ;L.;;Peeters;abatianx;NCvSdWtG;891160620
Nieuwe Kleiweg;80;b;1407  AS;Slijkenburg                    ;F.J.;;Dongen;pieszniaxf;KjvfpTQY;740402651
De Ruyterstraat H.v.H.;62;I;2630  IJ;Rekken                         ;B.B.;van;Bos;gdi1nada;xJD0Gfh9;803053824
Backershagen;74;;3241  DD;Breesaap                       ;I.;van;Huisman;mehnatb;bjul5IqS;365110218
Moddermanstraat;14;;1222  RC;Wijnjewoude                    ;Z.A.;van;Dijkstra;andamanobw;kVKxSdeC;344112135
Rhoonstraat;42;;7426  KR;Ruurloschebroek                ;Z.V.;van de;Vliet;zobietitzvs;xJSWDIVa;175482421
Koelinge;38;b;2331  EE;Kallenbroek                    ;K.;;Kuijpers;battardaccichjj;ryj9OBgZ;888634249
Cillershoekstraat;31;bis;7872  NE;Wijnandsrade                   ;U.W.A.;;Molenaar;pwn1n9l337m4nht;UKlZsLRN;205477872
Bachlaan;24;a;1373  ZK;Boudewijnskerke                ;F.;van;Huisman;emeslegecomlz;HBkzPzcm;318392756
Vest;120;;5956  JI;Zuideinde                      ;I.O.;van;Willems;rumbosurjy;j5jWNe7f;793462502
Boshoek;32;;1468  WA;Bennekel, De                   ;K.Z.;van de;Lange;svalilj;NqnB2DBW;704753583
Albert Rousselsingel;4;;9699  VT;Idaerd                         ;V.;van;Horst;oslonjenuuy;oXVRIMEp;579017758
7de Petroleumhaven;79;;3667  SZ;Nieuwdorp                      ;F.;de;Hofman;smalanoj;oZZdybAS;253789187
Uiverpad;146;b;4850  DL;Strijensas                     ;V.G.;;Bosch;scrappysh;gUO40VjW;215406989
Noorderhoofd;100;;3386  VS;Schellingwoude                 ;T.;;Verhoeven;ar1kuyx;mGyok0kI;311996541
Frambozendreef;31;;5074  JV;Teteringen                     ;M.D.;;Bruijn;sept08juin09ng;7fAP3ffq;40197013
Rugbystraat;123;;2186  TZ;Geldrop                        ;T.P.;;Janssen;rantsanytl;eeDNqeFG;555902547
Montessoriweg;88;;7895  UB;Bovenkerk                      ;P.;;Leeuw;digitalartfc;9uKhq4eM;250671852
Arubaplein;34;;1242  LH;Zuid-Beijerland                ;P.S.;;Horst;hamidaiu;JMa4VvM3;230376484
Nijverheidstraat;23;I;3808  BP;Bolst                          ;I.;;Doorn;attaforrg;LnRNC8dQ;2240221
Zuster Hennekeplein;135;;1076  TE;Nieuw-Zuilen                   ;R.;de;Kuipers;carciolafq;lREL6jse;506010703
Nauwe Frankenstraat;132;bis;9895  UK;Heseveld                       ;H.;;Hofman;hochbandtv;OcvefK2Y;857588072
Bingleystraat;104;a;8499  RB;Nieuwe Bildtzijl               ;K.;;Jacobs;predjedihn;wb3sHPus;690383228
Noordsingel;46;;6944  DN;Heesbeen                       ;I.R.;;Kok;zobbyirtyvj;cmfOtsFP;910698107
Boezemkade;97;bis;8725  NG;Corneliahoeven                 ;V.;van de;Boer;gusmeresys;kjApD4Er;920819916
Entrepôtstraat;74;bis;9225  FO;Heiakker                       ;G.;van de;Dijk;2r1er1gea;faFuUGtq;539064506
Art Tatumstraat;141;;1059  JN;Zand, 't                       ;I.;;Heuvel;damascosgl;SwSzln2y;212305050
Zonnebloemstraat;66;;9309  BC;Peelo                          ;H.;;Peters;educandovq;JhncK325;562715101
Kralingse Kerklaan;133;bis;1242  LH;Zuid-Beijerland                ;P.;de;Dam;feltinumkv;lCuZF9qV;190372370
Frederik Hendrikstraat;69;b;9155  BS;Uilesprong                     ;H.F.;;Jonker;eere6s5sn;i7pcMTDF;392722938
Louis Pregerkade;41;bis;5937  AJ;Lieren                         ;E.Z.;;Vermeulen;caupbuccasezn;pvfLShjC;874843194
Damastroos;59;;8155  PT;Nieuwdorp (Bontebrug)          ;K.Z.;;Linden;nyskornevo;yGPiIRm5;258779408
Korte Varleweg;47;b;5330  RJ;Tiggelt                        ;S.H.H.;van de;Veenstra;emazinyopo;uQ4aZu6h;877761048
Oostzeedijk;37;II;9912  IJ;Leggeloo                       ;J.E.N.;;Heuvel;xxkyootiexxbt;Avumo83O;521269416
Normahof;95;;7388  PB;Hempens                        ;C.;van der;Leeuwen;cludiantlb;DhzwyS97;900525770
Bichon van IJsselmondelaan;16;;6577  FN;Korvel                         ;K.A.;;Jacobs;gmcaeb;zXoiPLmj;647430289
Hendrik van Winkelhofstraat;82;;7920  FU;Liempde                        ;V.H.T.;van de;Koning;almakten;CqtBUyTu;792498227
Arijen Joostenpoort;44;;4513  SR;Veldstreek                     ;G.Z.;van;Horst;kwalashaao;4nRsvUg9;847752926
Poolvosweg;32;;8770  HW;Geleen                         ;H.;van de;Maas;kleileiho;cQEKJMRi;463185195
Tillemakade;78;;9663  BT;Lovendaal                      ;O.M.L.;;Blom;arielvoltayq;KgAz3XSE;570985444
Noordplein;93;;5619  KG;Drijber                        ;G.L.;van de;Leeuwen;baidenpl;omfiU9NY;16712547
Foreest in Rubroek;108;;6041  WA;Westerleesche Veen             ;A.;van;Bosch;yfirlitby;wFr2AI0M;106851081
Buurtje van Schut;88;bis;7216  VO;Oude Molen                     ;E.;;Mulder;saragolm;yNxhApzl;943570104
Oostscheepmakersstraat;79;;8304  TH;Homoet                         ;P.F.;de;Driessen;deufemiawq;FaVH8Omv;374392687
Buitenlaan;6;;7426  KR;Ruurloschebroek                ;G.;;Ruiter;calinsdesoiesp;aBO6KC4g;820331636
Parkkade;26;;3848  LM;Mariahoeve                     ;C.D.;;Hermans;cinquepc;hvhSdrEL;279239555
Diogenesstraat;46;II;3241  DD;Breesaap                       ;F.;;Veen;albinambl;eb4PACbg;512362488
Veldstraat;79;;8007  OW;Toldijk                        ;N.U.;de;Willems;jeremijevik;M7YUUkp5;207846236
Ledebrug;5;;8458  BT;Heinist                        ;F.L.C.;;Koster;chelllsearpq;We0GQdX8;302513449
Lange Dijkstraat;117;;4762  RB;Leudal                         ;C.;;Dekker;zagreblakm;IfZWGEHV;939219451
Ypenburgstraat;79;;9539  CB;Essen                          ;P.;;Peters;crustaceakx;PLLqnWGa;438015162
Almstein;51;;8770  HW;Geleen                         ;B.A.;de;Wal;krunsod;3F5WZu2W;925366353
Tarakanpad;48;a;9205  EI;Buitenstoof                    ;R.E.;van de;Mol;griessyoppotthj;IbDypAG9;847270567
Noordsingel;111;II;3327  WC;Kraan                          ;H.;van der;Doorn;bwatukaqd;QG5wlMsb;363412311
Yukonweg;120;bis;6944  DN;Heesbeen                       ;N.;;Peters;tmac1984vj;xdBV0i7c;737884794
Hovendaal;147;I;8499  RB;Nieuwe Bildtzijl               ;E.P.;van;Koster;alexradsek;Xa0XFbUo;929853775
Jaromirhof;109;bis;9125  BW;Belgeren                       ;R.G.;van;Kuipers;defiisaungl;mxXL9DTY;831149346
Van der Hoevenplein;48;;2273  HV;Eemten                         ;C.T.;de;Molenaar;aixolpe;kYvFKXQi;589622766
Lange Dijkstraat;8;;6875  WV;Zevenhuizen                    ;E.;van;Velde;georgiafan420ca;bsdlLjyI;972770318
Juffrouwenlaan;69;;7655  IK;Jutrijp                        ;Z.M.;van de;Veen;impraetorpe;uHGaSAye;769077341
Paradijssteeg;131;;9372  EG;Nieuwe Zijlen                  ;Z.S.;;Vink;trotskyin;9v1g0Ufu;719178952
Muurmos;31;I;1006  EJ;Rijs                           ;L.E.I.;van;Verhoeven;beemkeypehm;SKaDI1VU;467099078
Kribbinge;38;bis;5277  VL;Bovenkerk                      ;G.S.D.;de;Velde;erotizarepz;t9fesNXW;409919846
Rederijkade;143;b;3859  TO;Dinkelland                     ;U.;;Graaf;c17wingnutys;vE7neECm;907308089
Leeuweriklaan;25;;2373  JK;Barger-Erfscheidenveen         ;U.;;Dijk;xdarkcloudxgd;aDDjxSOq;890608374
Starrenburgerstraat;105;;2834  DP;Boksheide                      ;A.K.;;Wal;mnochejr;DY4mZYgs;730789214
Schout Janszpad;118;bis;3028  FC;Nieuw-Beerta                   ;M.;van de;Vos;osamljujevr;7wHyjEvP;249360032
Hoogvlietschegat;68;;4429  FF;Bouwerschap                    ;D.S.N.;van;Koster;batshelaml;iCcxgPUr;49146555
Jan Hudigstraat;125;;7446  JI;Stellendam                     ;G.;de;Heijden;oberkampfya;sxL1qzq5;123697645
Vorsche;46;;7117  WI;Lede                           ;D.;;Willemsen;schadgestu;xtqxrG1y;986155202
